"Paper","Journal.(1)/non-journal(0)","Study.design","Predator.species","Protected.assets","Category.of.intervention","Type.of.intervention","Intervention.details","Country","Damage.metric","Relative.risk.RR"
"Salvatori and Mertens 2012",1,"before-after","gray wolf","livestock in general","husbandry","electric fence","electric fence","Croatia","No. killed",0
"Sampson and Brohn 1955",1,"before-after","coyote, red fox, gray fox, bobcat and wild dog","livestock and poultry in general","lethal control","trapping","trapping","USA","financial losses in USD",0.194474768634625
"Santiago-Avila et al. 2018",1,"before-after","gray wolf","cattle and sheep/goats","lethal control","trapping","shooting","USA","probability of depredation",0.825
"Schultz et al. 2005",1,"control-impact","gray wolf","cattle","invasive management","shock collar","shock collar","USA","No. killed",0
"Schumann et al. 2006",1,"control-impact","cheetah","livestock and game","husbandry","enclosure","swing gates","Namibia","No. predators passing",0
"Schumann et al. 2006",1,"control-impact","leopard","livestock and game","husbandry","enclosure","swing gates","Namibia","No. predators passing",0
"Seidler 2009",0,"BACI","coyote","pronghorn antelope","invasive management","sterilization","surgery","USA","No. killed",0.61703760552571
"Seijas et al. 2016",0,"before-after","brown bear","beehive","husbandry","electric fence","electric fence","Spain","No. damage records",0.416666666666667
"Selebatso et al. 2008",1,"control-impact","cheetah","cattle (calves), sheep/goats and small game","husbandry","guarding animals","guarding dogs","Botswana","% farmers reporting losses",0.15
"Shivik et al. 2003",1,"RCT","gray wolf","captive","aversion","acoustic and visual deterrents","infrared-activated sounds and strobe light","USA","proportion of food consumed",0.165898617511521
"Shivik et al. 2003",1,"RCT","gray wolf","captive","invasive management","shock collar","shock collar","USA","proportion of food consumed",0.511520737327189
"Shivik et al. 2003",1,"BACI","gray wolf","bait (deer)","aversion","visual deterrent","fladry","USA","kg food consumed",1.25
"Shivik et al. 2003",1,"BACI","gray wolf","bait (deer)","aversion","acoustic and visual deterrents","infrared-activated sounds and strobe light","USA","kg food consumed",0.592178770949721
"Shivik et al. 2011a",1,"before-after","American black bear","crops","invasive management","translocation","translocation","USA","No. recaptured",0.0384615384615385
"Shivik et al. 2011b",1,"RCT","coyote","captive","aversion","chemical deterrent","coyote urine","USA","No. occurrences",5.28240740740741
"Shivik and Martin 2000",0,"control-impact","coyote","captive","aversion","acoustic deterrent","siren","USA","No. predators habituating",0.428571428571429
"Shivik and Martin 2000",0,"before-after","gray wolf","cattle","invasive management + acoustic deterrent","GPS collar-activated acoustic and visual deterrents","GPS collar-activated sounds and strobe light","USA","No. killed",0
"Singer and Bratton 1980",1,"before-after","American black bear","neighborhood safety","invasive management","translocation","translocation","USA","probability of return",0.525
"Singh and Gibson 2011",1,"before-after","lion","livestock in general","non-invasive management","resettlement of people","resettlement of people","India","livestock occurrence in diet",0.333333333333333
"Smith et al. 2008",1,"before-after","American black bear","neighborhood safety","aversion","chemical deterrent","pepper spray","USA","No. returning",0.1
"Smith et al. 2008",1,"before-after","brown bear","neighborhood safety","aversion","chemical deterrent","pepper spray","USA","No. returning",0.08
"Smith et al. 2008",1,"before-after","polar bear","neighborhood safety","aversion","chemical deterrent","pepper spray","USA","No. returning",0
"Smith et al. 2012",1,"before-after","American black bear","neighborhood safety","aversion","acoustic deterrent","discharging firearms","USA","No. returning",0.0714285714285714
"Smith et al. 2012",1,"before-after","brown bear","neighborhood safety","aversion","acoustic deterrent","discharging firearms","USA","No. returning",0.531645569620253
"Smith et al. 2012",1,"before-after","polar bear","neighborhood safety","aversion","acoustic deterrent","discharging firearms","USA","No. returning",0.5
"Stahl et al. 2001",1,"before-after","Eurasian lynx","sheep","lethal control","poisoning, trapping and shooting","selective removal","France","No. attacks",0.491061577488849
"Stander 1990",1,"before-after","lion","cattle and goats","invasive management","translocation","translocation","Namibia","No. predators resuming damage infliction",0.341666666666667
"Stone et al. 2017",1,"control-impact","gray wolf","sheep","husbandry + aversion","herding, guarding animals and deterrents","herding + guarding dogs + deterrents","USA","No. killed/year",0.269343780607248
"Stoynov et al. 2014",1,"before-after","gray wolf","cattle","non-invasive management","livestock replacement","replacement of sheep/goats by cattle","Bulgaria","% killed",0
"Stringham and Bryant 2015",1,"before-after","American black bear","neighborhood safety","non-invasive management","supplemental feeding","supplemental feeding by fruits","USA","No. damage records",0.295
"Sutton et al. 2017",1,"control-impact","lion","cattle and sheep/goats","husbandry","enclosure","fortified boma","Kenya","No. killed/month",0.364583333333333
"Swanson and Scott 1973",0,"before-after","coyote","sheep (lamb)","aversion","chemical deterrent","napthalene and others","USA","% losses",0.460182767624021
"Ternent and Garshelis 1999",1,"before-after","American black bear","neighborhood safety","aversion","chemical deterrent","thiabendazole","USA","% foods tasted or consumed after treatment ",1.27272727272727
"Thomson 1986",1,"before-after","dingo","sheep","lethal control","poisoning","baiting (poison)","Australia","% of predators surviving",0.134615384615385
"Thomson et al. 2000",1,"before-after","red fox","sheep","lethal control","poisoning","baiting (poison)","Australia","proportion of predator population surviving",0.261666666666667
"Thompson 1979",1,"RCT","coyote","captive","husbandry","electric fence","electric fence","USA","% successes to cross",1.27056441407239
"Till and Knowlton 1983",1,"BACI","coyote","sheep","lethal control","denning","removal of pups only","USA","No. killed",0.100671140939597
"Till and Knowlton 1983",1,"BACI","coyote","sheep","lethal control","denning","removal of adults and pups","USA","No. killed",0.0204081632653061
"Tiwari et al. 2020",1,"control-impact","snow leopard","cattle, sheep/goats, yak and horses","husbandry","herding","herding","Nepal","No. killed",0.549520766773163
"Tobajas et al. 2020",1,"before-after","gray wolf","captive","aversion","chemical deterrent","levamisole + vanilla odor","Spain","probability of meat consumption",0.311111111111111
"Treves et al. 2002",1,"before-after","gray wolf","livestock in general","invasive management","translocation","translocation","USA","No. predators resuming damage infliction",0
"Treves et al. 2010",1,"before-after","American black bear","livestock in general, beehives and crops","lethal control","trapping and shooting","trapping and shooting","USA","No. damage records",0.73915318568307
"Treves et al. 2010",1,"before-after","American black bear","neighborhood safety","lethal control","trapping and shooting","trapping and shooting","USA","No. damage records",1.23761392668648
"Tshering and Thinley 2017",1,"control-impact","dhole","cattle, goats, horses and pigs","husbandry","herding","herding","Bhutan","No. killed",0.120253164556962
"Tshering and Thinley 2017",1,"control-impact","leopard","cattle, goats, horses and pigs","husbandry","herding","herding","Bhutan","No. killed",0.0614035087719298
"Tshering and Thinley 2017",1,"control-impact","Asiatic black bear","cattle, goats, horses and pigs","husbandry","herding","herding","Bhutan","No. killed",0
"Tshering and Thinley 2017",1,"control-impact","tiger","cattle, goats, horses and pigs","husbandry","herding","herding","Bhutan","No. killed",0.0555555555555556
"Tumenta et al. 2013",1,"control-impact","lion","cattle and sheep/goats","husbandry","enclosure","enclosure (night)","Cameroon","No. killed",0.5
"Tumenta et al. 2013",1,"control-impact","lion, spotted hyena and golden jackal","cattle and sheep/goats","husbandry","enclosure","enclosure (night)","Cameroon","No. killed",0.8
"Tumenta et al. 2013",1,"control-impact","lion, spotted hyena and golden jackal","cattle and sheep/goats","husbandry","herding","herding (children)","Cameroon","No. killed",3.38412698412698
"Tumenta et al. 2013",1,"control-impact","lion, spotted hyena and golden jackal","cattle and sheep/goats","husbandry","guarding animals","guarding dogs","Cameroon","No. killed",0.646133693235948
"Van Bommel and Johnson 2012",1,"before-after","dingo","sheep/goats","husbandry","guarding animals","guarding dogs","Australia","No. respondents with depredation",0.0247311827956989
"Van Der Meulen 1977",1,"before-after","lion","livestock in general","invasive management","translocation","translocation","Zimbabwe","No. returning",0.5
"Van Der Weyde et al. 2020",1,"before-after","caracal","goats","husbandry","guarding animals","guarding dogs","Botswana","proportion of losses",0.916666666666667
"Van Der Weyde et al. 2020",1,"before-after","cheetah","goats","husbandry","guarding animals","guarding dogs","Botswana","proportion of losses",0.526315789473684
"Van Der Weyde et al. 2020",1,"before-after","spotted hyena","goats","husbandry","guarding animals","guarding dogs","Botswana","proportion of losses",0
"Van Der Weyde et al. 2020",1,"before-after","black-backed jackal","goats","husbandry","guarding animals","guarding dogs","Botswana","proportion of losses",1.07407407407407
"Van Der Weyde et al. 2020",1,"before-after","leopard","goats","husbandry","guarding animals","guarding dogs","Botswana","proportion of losses",2
"Van Der Weyde et al. 2020",1,"before-after","lion","goats","husbandry","guarding animals","guarding dogs","Botswana","proportion of losses",0
"Van Liere et al. 2013",1,"control-impact","gray wolf","sheep","husbandry","guarding animals","guarding dogs","Slovenia","probability of depredation",1.23255813953488
"VerCauteren et al. 2003",0,"RCT","coyote","sheep","aversion","acoustic and visual deterrents","sound CD, pop-up scarecrow and strob light activated by predators","USA","No. killed",0
"Villalba et al. 2016",0,"before-after","puma and jaguar","cattle","aversion","visual deterrent","LED flash light","Paraguay","No. killed/year",0
"Wagner and Conover 1999",1,"control-impact","coyote","sheep (lamb)","lethal control","shooting","shooting","USA","No. killed",0.372879840890299
"Walking for Lions 2016",0,"before-after","lion","livestock in general","aversion","acoustic deterrent + visual deterrent","strobe light + siren","Botswana","No. visitations/farm/year",0.397590361445783
"Wallach et al. 2017",1,"before-after","dingo","cattle (calves)","non-invasive management","cessation of hunting and waterhole drilling","cessation of hunting and waterhole drilling","Australia","No. killed/yr",0.111111111111111
"Wam et al. 2004",0,"control-impact","gray wolf","sheep","husbandry","electric fence","electric fence","Norway","No. killed",0.138888888888889
"Weilenmann et al. 2010",1,"before-after","leopard","livestock in general","invasive management","translocation","translocation","Botswana","No. predators resuming damage infliction",0.75
"Weise et al. 2015a",1,"before-after","cheetah","cattle and sheep/goats","invasive management","translocation","translocation","Namibia","No. predators resuming damage infliction",0
"Weise et al. 2015b",1,"before-after","leopard","cattle and sheep","invasive management","translocation","translocation","Namibia","No. predators resuming damage infliction",0.25
"Weise et al. 2015c",1,"before-after","brown hyena","cattle","invasive management","translocation","translocation","Namibia","No. predators resuming damage infliction",0
"Weise et al. 2018",1,"BACI","lion","cattle","husbandry","enclosure","fortified boma","Botswana","% losses",0
"Weise et al. 2019",1,"BACI","lion","cattle","invasive management","geofence","geofence triggering SMS alert from GPS collars to locals when crossed by predators","Botswana","annual loss in USD",0.4135
"Willisch et al. 2015",0,"BACI","gray wolf","sheep/goats","husbandry","guarding animals","guarding dogs","Switzerland","No. killed/year",0.0980392156862745
"Wilson et al. 2005",1,"RCT","brown bear","beehive","husbandry","electric fence","electric fence","USA","No. damage records/unit",2.16666666666667
"Witmer and Pipas 2020",0,"BACI","American black bear","tree plantations","aversion","chemical deterrent","Hot Sauce - capsaicin","USA","% damaged records",0.6
"Witmer and Pipas 2020",0,"BACI","American black bear","tree plantations","aversion","chemical deterrent","brown bear scats","USA","% damaged records",0.641711229946524
"Witmer and Pipas 2020",0,"BACI","American black bear","tree plantations","aversion","chemical deterrent","Tree Guard - denatonium benzoate","USA","% damaged records",0.72093023255814
"Woodroffe et al. 2007",1,"control-impact","African wild dog","sheep/goats","husbandry","herding","herding (children)","Kenya","No. killed",2.125
"Woodroffe et al. 2007",1,"control-impact","African wild dog","sheep/goats","husbandry","guarding animals","guarding dogs","Kenya","No. killed",4.01
"Woodroffe et al. 2007",1,"control-impact","cheetah","sheep/goats","husbandry","guarding animals","guarding dogs","Kenya","No. killed",0.28
"Woodroffe et al. 2007",1,"control-impact","leopard","sheep/goats","husbandry","guarding animals","guarding dogs","Kenya","No. killed",0.091
"Woodroffe et al. 2007",1,"control-impact","leopard","sheep/goats","aversion","visual deterrent","scarecrow","Kenya","No. killed",1.54
"Woodroffe et al. 2007",1,"control-impact","spotted hyena","sheep/goats","husbandry","enclosure","fortified boma, thin walls","Kenya","No. killed",0.99
"Woodroffe et al. 2007",1,"control-impact","spotted hyena","sheep/goats","husbandry","enclosure","swing gates","Kenya","No. killed",1.39
"Woodroffe et al. 2007",1,"control-impact","spotted hyena","sheep/goats","husbandry","guarding animals","guarding dogs","Kenya","No. killed",0.3
"Wooldridge 1983",1,"before-after","polar bear","neighborhood safety","aversion","acoustic deterrent","aggressive bear sounds","Canada","No. returning/year",0.274774774774775
"Wooldridge 1983",1,"before-after","polar bear","neighborhood safety","husbandry","electric fence","electric fence","Canada","No. repels/year",1.63636363636364
"Wooldridge and Belton 1980",1,"before-after","American black bear","neighborhood safety","aversion","acoustic deterrent","aggressive bear sounds","Canada","No. returning",1
"Wooldridge and Belton 1980",1,"before-after","polar bear","neighborhood safety","aversion","acoustic deterrent","aggressive bear sounds","Canada","No. returning",0.263157894736842
"Wooldridge and Belton 1980",1,"before-after","polar bear","captive","aversion","acoustic deterrent","aggressive bear sounds","Canada","No. returning",0.4
"Wooldridge and Belton 1980",1,"before-after","brown bear","captive","aversion","acoustic deterrent","aggressive bear sounds","Canada","No. returning",0
"Yamazaki 2003",1,"control-impact","Asiatic black bear","tree plantations","non-invasive management","vegetation care","pruning","Japan","% damaged trees",0.996694214876033
"Yamazaki 2003",1,"control-impact","Asiatic black bear","tree plantations","non-invasive management","vegetation care","brush clearing","Japan","% damaged trees",0.792443064182195
"Zarco-González and Monroy-Vilchis 2014",1,"control-impact","puma and jaguar","cattle","aversion","acoustic deterrent + visual deterrent","different sounds + scarecrow","Mexico","No. attacks",0
"Zarco-González and Monroy-Vilchis 2014",1,"control-impact","puma and jaguar","goats","aversion","acoustic deterrent + visual deterrent","different sounds + scarecrow","Mexico","No. attacks",0
"Zemlicka and Mason 2000",0,"before-after","coyote","captive, experiment 1","aversion","chemical deterrent","bone oil = Renardine","Canada","No. feeding events/day",1.38650306748466
"Zemlicka and Mason 2000",0,"before-after","coyote","captive, experiment 2","aversion","chemical deterrent","bone oil = Renardine","Canada","No. feeding events/day",0.617021276595745
"Ziegltrum 1994",0,"before-after","American black bear","tree plantations","non-invasive management","supplemental feeding","supplemental feeding by feed pellets","USA","% damage records",0.0316041079052557
"Ziegltrum 2004",1,"BACI","American black bear","tree plantations","non-invasive management","supplemental feeding","supplemental feeding by feed pellets","USA","No. damage records/year",0.266570126160643
"Zimmermann et al. 2003",1,"control-impact","brown bear","sheep","non-invasive management","livestock replacement","replacement of sheep by cattle","Norway","No. killed",0.00222134193967333
